Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size,Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Special Features,,,,,,,,,,,,,
Horse,https://a-z-animals.com/media/animals/images/470x370/horse4.jpg ,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus Caballus,Mammal,Herbivore,142-163cm (56-64in),380-550kg (840-1|200lbs),64km/h (40mph),25-30 years,Herd,Threatened,Brown| White| Black,Hair,Grass,Small forests and grassland,1,Grass| Fruit| Leaves,Human| Wolf| Bears,Long| thin legs and long mane and tail,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Common Name,Scientific Name,Location,Diet,Size (L),Weight,Number Of Species,Average Lifespan,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Distinctive Features,,,,,,,,,,,,,,
Horseshoe Crab,https://a-z-animals.com/media/animals/images/470x370/horseshoe_crab1.jpg ,Animalia,Arthropoda,Merostomata,Xiphosurida,Limulidae,Horseshoe Crab,Limulidae,Worldwide,Omnivore,20cm - 60cm (8in - 24in),1kg - 4.5kg (2.2lbs - 9.9lbs),4,20 - 40 years,Least Concern,Black. Brown| Yellow| Tan| Silver| White,Shell,Worms,Muddy bottoms of shallow water,90|000,Worms| Molluscs| Crustaceans,Sharks| Sea Turtles| Humans,Armoured shell with long| thin tail,,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size,Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Special Features,,,,,,,,,,,,,
Howler Monkey,https://a-z-animals.com/media/animals/images/470x370/howler_monkey4.jpg ,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta,Mammal,Omnivore,56-92cm (22-36in),3-9kg (6.6-20lbs),30km/h (18mph),15-20 years,Troop,Least Concern,Brown| Tan| Black,Hair,Fruit,Rainforest and dense jungle,1,Fruit| Nuts| Seeds,Jaguar| Snakes| Birds,Long tail and extremely loud vocal calls,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size,Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Special Features,,,,,,,,,,,,,
Human,https://a-z-animals.com/media/animals/images/470x370/human2.jpg ,Animalia,Chordata,Mammalia,Primates,Hominidae,Homo,Homo Sapiens Sapiens,Mammal,Omnivore,1.5-1.8m (5-6ft),54-83kg (120-183lbs),29km/h (18mph),60-80 years,Group,Least Concern,Brown| Tan| Black| White| Olive,Smooth,Vegetables,Worldwide based near rivers,1,Vegetables| Fruit| Fish,Bears| Lion| Tiger,Walk on two feet and intelligent communications,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size (H),Weight,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Distinctive Features,,,,,,,,,,,,,,
Humboldt Penguin,https://a-z-animals.com/media/animals/images/470x370/humboldt_penguin6.jpg ,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,Spheniscus Humboldti,Bird,Carnivore,60cm - 68cm (24in - 27in),2kg - 5kg (4.4lbs - 11lbs),15 - 20 years,Colony,Vulnerable,Black| White| Grey,Feathers,Krill,Rocky Ocean Islands,2,Krill| Fish| Shrimp,Leopard Seal| Killer Whale| Sharks,Pink base of beak and black and white markings,,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size (H),Wingspan,Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Clutch Size,Main Prey,Predators,Distinctive Features,,,,,,,,,,,,
Hummingbird,https://a-z-animals.com/media/animals/images/470x370/hummingbird8.jpg ,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Trochilinae,Trochilidae,Bird,Omnivore,5cm - 20cm (2in - 8in),9cm - 26cm (4in - 10in),2.2g - 20g (0.07oz - 0.7oz),48km/h (30mph),3 - 5 years,Solitary,Endangered,Green| Brown| Tan| Red| White| Grey,Feathers,Nectar,Rainforest and tropical jungles,2,Nectar| Tree sap| Insects| Spiders,Hawks| Snakes| Lizards,Long| thin beak and the ability to hover,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size,Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Special Features,,,,,,,,,,,,,
Humpback Whale,https://a-z-animals.com/media/animals/images/470x370/humpback_whale4.jpg ,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera Novaeangliae,Mammal,Omnivore,12-16m (39-52ft),36|000-99|800kg (40-100tons),17km/h (11mph),50-60 years,Herd,Least Concern,Black| white| grey,Smooth,Krill,Open ocean and coastal regions,1,Krill| Crab| Fish,Human| Killer Whale,Long fins and wide| flat head,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size,Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Special Features,,,,,,,,,,,,,
Hyena,https://a-z-animals.com/media/animals/images/470x370/hyena_3.jpg ,Animalia,Chordata,Mammalia,Carnivora,Hyaenidae,Crocuta,Crocuta Crocuta,Mammal,Carnivore,63.5-89cm (28-35in),41-86kg (90-190lbs),60km/h (37mph),20-25 years,Pack,Threatened,Brown| Tan| Black,Fur,Wildebeest,Open savanna plains and grassland,3,Wildebeest| Monkey| Birds,Lion| Leopard| Crocodile,Long front legs and laugh like calls,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Scientific Name,Type,Diet,Size (H),Wingspan,Weight,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Clutch Size,Main Prey,Predators,Distinctive Features,,,,,,,,,,,,,,
Ibis,https://a-z-animals.com/media/animals/images/470x370/ibis1.jpg ,Animalia,Chordata,Aves,Ciconiiformes,Threskiornithidae,Threskiornithidae,Bird,Omnivore,50cm - 65cm (19.7in - 25in),80cm - 120cm (32in - 47in),0.3kg - 2kg (0.6lbs - 4lbs),8 - 15 years,Flock,Least Concern,Black| White| Grey| Brown,Feathers,Fish,Marshes| wetlands and swamps,2,Fish| Crab| Insects,Falcon| Hawks| Herons,Rounded body and long neck and beak,,,,,,,,,,,,,,
Animal Name ,Image Link ,Common Name,Origin,Size,Weight,Lifespan,Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ibizan Hound,https://a-z-animals.com/media/animals/images/470x370/ibizan_hound.jpg ,Ibizan Hound,Spain,68cm (27in),25kg (55lbs),14 years,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size,Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Special Features,,,,,,,,,,,,,
Iguana,https://a-z-animals.com/media/animals/images/470x370/iguana4.jpg ,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,Iguana Iguana,Reptile,Omnivore,0.91-1.83m (3-6ft),4-8kg (8.8-17.6lbs),35km/h (21mph),15-20 years,Solitary,Threatened,Green| Brown| Yellow,Scales,Insects,Lowland tropical rainforest near water,3,Insects| Fruit| Leaves,Hawk| Eagle| Snakes,Long tongue and change skin colour with mood,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size,Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Special Features,,,,,,,,,,,,,
Impala,https://a-z-animals.com/media/animals/images/470x370/impala4.jpg ,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Aepyceros,Aepyceros Melampus,Mammal,Herbivore,68-92cm (27-36in),37-75kg (81.6-165lbs),48km/h (30mph),12-15 years,Herd,Least Concern,Tan| Brown| White,Fur,Grass,Wooded savanna and dense bushland,1,Grass| Seeds| Flowers,Hyena| Lion| Crocodile,Small and slim body and curved horns,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size (H),Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Distinctive Features,,,,,,,,,,,,,
Indian Elephant,https://a-z-animals.com/media/animals/images/470x370/indian_elephant2.jpg ,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,Elephas Maximus Indicus,Mammal,Herbivore,2m - 3m (7ft - 10ft),3|000kg - 5|000kg (6|500lbs - 11|000lbs),43km/h (27mph),55 - 70 years,Herd,Endangered,Grey| Brown| Black,Leather,Grass,Rainforest and tropical woodland,1,Grass| Fruit| Roots,Human| Tiger,Long trunk and large feet,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size (L),Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Special Features,,,,,,,,,,,,,
Indian Rhinoceros,https://a-z-animals.com/media/animals/images/470x370/indian_rhinoceros3.jpg ,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,Rhinoceros Unicornis,Mammal,Herbivore,1.7m - 2m (5.6ft - 6.6ft),2|200kg - 3|000kg (4|900lbs - 6|600lbs),42km/h (30mph),45-50 years,Solitary,Endangered,Brown| Grey| Black,Leather,Grass,Tropical bushland| grassland and savannas,1,Grass| Fruit| Berries| Leaves,Human| Wild cats,Hard| thick skin and only one horn,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size (L),Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Clutch Size,Main Prey,Predators,Distinctive Features,,,,,,,,,,,,,
Indian Star Tortoise,https://a-z-animals.com/media/animals/images/470x370/indian_star_tortoise.jpg ,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Geochelone,Geochelone Elegans,Reptile,Herbivore,20cm - 30cm (8in - 12in),1.3kg - 2.2kg (3lbs - 4.9lbs),0.5km/h (0.3mph),30 - 80 years,Solitary,Threatened,Green| Black| Brown| Tan| Yellow,Scales,Grasses,Dry scrub forest,7,Grasses| Fruits| Flowers,Birds| Reptiles| Humans,High domed| star patterned protective shell,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size,Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Special Features,,,,,,,,,,,,,
Indochinese Tiger,https://a-z-animals.com/media/animals/images/470x370/indochinese_tiger.jpg ,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera Tigris Corbetti,Mammal,Carnivore,2.3m - 2.8m (7.5ft - 9ft),100kg - 195kg (221lbs - 430lbs),96km/h (60mph),18 - 25 years,Solitary,Endangered,Orange| Black| White,Fur,Deer,Secluded mountainous forests,2,Deer| Cattle| Wild Boar,Human,Striped fur and powerful body,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Common Name,Other Name(s),Group,Number Of Species,Location,Habitat,Colour,Skin Type,Size (H),Weight,Top Speed,Diet,Prey,Predators,Lifestyle,Group Behaviour,Lifespan,Age Of Sexual Maturity,Gestation Period,Average Litter Size,Name Of Young,Age Of Weaning,Conservation Status,Estimated Population Size,Biggest Threat,Distinctive Features,Fun Fact,,
Indri,https://a-z-animals.com/media/animals/images/470x370/indri_8.jpg ,Animalia,Chordata,Mammalia,Primates,Indriidae,Indri,Indri indri,Indri,Babakoto,Mammal,1,Eastern Madagascar,Lowland rainforest,Grey| Black| Brown| White,Fur,64cm - 72cm (25in - 28in),6kg - 9.5kg (13lbs - 21lbs),32kph (20mph),Herbivore,Fruits| Flowers| Leaves,Fossa| Hawks| Snakes,Diurnal,Troop,15 - 22 years,8 - 9 years,4 - 5 months,1,Infant,8 months,Endangered,10|000,Habitat loss,Black and white markings and loud| prolonged vocal calls,The largest species of Lemur!,,
Animal Name ,Image Link ,Scientific Name,Type,Diet,Size,Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insect,https://a-z-animals.com/media/animals/images/470x370/insects3.jpg ,Insecta,Arthropoda,Omnivore,2cm (0.7in),30g (1oz),300cm/s (120in/s),2 years,Colony,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animal Name ,Image Link ,Common Name,Origin,Size,Weight,Lifespan,Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irish Setter,https://a-z-animals.com/media/animals/images/470x370/irish_setter.jpg ,Irish Setter,Ireland,68cm (27in),32kg (70lbs),16 years,Gun Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animal Name ,Image Link ,Common Name,Origin,Size,Weight,Lifespan,Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irish WolfHound,https://a-z-animals.com/media/animals/images/470x370/irish_wolfhound.jpg ,Irish WolfHound,Ireland,86cm (34in),54kg (120lbs),9 years,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animal Name ,Image Link ,Common Name,Origin,Size,Weight,Lifespan,Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Russel,https://a-z-animals.com/media/animals/images/470x370/jack_russel.jpg ,Jack Russel,Germany,25cm (10in),4kg (8lbs),16 years,Terrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size,Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Special Features,,,,,,,,,,,,,
Jackal,https://a-z-animals.com/media/animals/images/470x370/jackal1.jpg ,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Aureus,Mammal,Carnivore,90-105cm (35-42in),6.8-11kg (15-24lbs),32 km/h (20 mph),8-15 years,Pack,Least Concern,Tan| Brown| Grey| White,Fur,Antelope,Grass plains and dry woodland,5,Antelope| Reptiles| Insects,Hyena| Leopard| Eagles,Short body and large ears and eyes,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Common Name,Group,Number Of Species,Location,Habitat,Colour,Skin Type,Size (L),Weight,Top Speed,Diet,Prey,Predators,Lifestyle,Group Behaviour,Lifespan,Age Of Sexual Maturity,Gestation Period,Average Litter Size,Name Of Young,Age Of Weaning,Conservation Status,Estimated Population Size,Biggest Threat,Most Distinctive Feature,Fun Fact,,,
Jaguar,https://a-z-animals.com/media/animals/images/470x370/jaguar6.jpg ,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera onca,Jaguar,Mammal,1,Central and South America,Rainforest| swamp and floodplains,Tan| Yellow| Brown| White| Black,Fur,1.1m - 1.9m (43in - 75in),36kg - 160kg (79lbs - 350lbs),80kph (50mph),Carnivore,Deer| Capybara| Tapir,Human,Crepuscular,Solitary,12 - 15 years,3 - 4 years,90 - 105 days,3,Cub,3 months,Threatened,15|000,Hunting and habitat loss,Beautiful rosetted fur pattern,The largest feline on the American continent!,,,
Animal Name ,Image Link ,Common Name,Origin,Size,Weight,Lifespan,Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese Chin,https://a-z-animals.com/media/animals/images/470x370/japanese_chin1.jpg ,Japanese Chin,Japan,25cm (10in),4kg (8lbs),14 years,Herd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Common Name,Other Name(s),Group,Number Of Species,Location,Habitat,Colour,Skin Type,Size (H),Weight,Diet,Prey,Predators,Lifestyle,Group Behaviour,Lifespan,Age Of Sexual Maturity,Gestation Period,Average Litter Size,Name Of Young,Age Of Weaning,Conservation Status,Estimated Population Size,Biggest Threat,Most Distinctive Feature,Fun Fact,,,
Japanese Macaque,https://a-z-animals.com/media/animals/images/470x370/japanese_macaque_9.jpg ,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Macaca fuscata,Japanese Macaque,Snow Monkey,Mammal,2,Throughout Japan,Tropical forest and mountains,Brown| Grey,Fur,80cm - 95cm (31.5in - 37.5in),5kg - 14kg (11lbs - 31lbs),Omnivore,Fruit| Young Leaves| Seeds,Human| Wolf| Feral Dog,Diurnal,Troop,25 - 32 years,4 - 5 years,5 - 6 months,1,Infant,20 months,Threatened,50|000,Habitat loss,Red and human-like| naked face,Has cheek pouches for storing food! ,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size (L),Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Special Features,,,,,,,,,,,,,
Javan Rhinoceros,https://a-z-animals.com/media/animals/images/470x370/javan_rhinoceros.jpg ,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,Rhinoceros Sondaicus,Mammal,Herbivore,3.1m- 3.2m (10ft - 10.5ft),900kg - 2|300kg (2|000lbs - 5|100lbs),42km/h (30mph),30-45 years,Solitary,Critically Endangered,Brown| Grey| Black,Leather,Grass,Tropical bushland| grassland and rainforest,1,Grass| Fruit| Berries| Leaves,Human| Wild cats,Hard| thick skin and only one horn,,,,,,,,,,,,,
Animal Name ,Image Link ,Common Name,Origin,Average Size,Average Weight,Average Lifespan,Group,Colour,Average Litter Size,Temperament,,,,,,,,,,,,,,,,,,,,,,,,,,,
Javanese,https://a-z-animals.com/media/animals/images/470x370/javanese.jpg ,Javanese,North America,60cm (2ft),4.5kg (10lbs),14 years,Longhair,Blue| Lilac| Fawn| Cream| Brown| Black| White,7,Loving| gentle and affectionate,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Scientific Name,Type,Diet,Size,Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Special Features,,,,,,,,,,,,,,
Jellyfish,https://a-z-animals.com/media/animals/images/470x370/jellyfish4.jpg ,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cnidaria Scyphozoa Aurelia,Cnidaria,Carnivore,12-200cm (5-78.7in),20-400g (0.7-14oz),8km/h (5mph),1-5 years,Group,Least Concern,White| Blue| Pink| Yellow| Green| Purple| Red| Orange,Smooth,Fish,Shallow and deep ocean,100,Fish| Eggs| Invertebrates,Humans| Sea Birds| Sharks,Jelly-like body and long| stinging tentacles,,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size,Weight,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Special Features,,,,,,,,,,,,,,
Kakapo,https://a-z-animals.com/media/animals/images/470x370/kakapo3.jpg ,Animalia,Chordata,Aves,Psittaciformes,Nestoridae,Strigops,Strigops Habroptilus,Bird,Herbivore,50-60cm (19.7-24in),2-4kg (4.5-9lbs),50-65 years,Solitary,Endangered,Green| Brown,Feathers,Rimu fruit,Areas of natural vegetation and dense jungle,2,Rimu fruit| Flowers| Roots| Seeds,Human| Cats| Stoats,Large body size and unable to fly,,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size,Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Special Features,,,,,,,,,,,,,
Kangaroo,https://a-z-animals.com/media/animals/images/470x370/kangaroo3.jpg ,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus Giganteus,Mammal,Omnivore,0.6-1.5m (1.9-4.9ft),18-95kg (40-200lbs),55km/h (35mph),4-10 years,Sociable,Threatened,Tan| Brown| Grey,Fur,Grass,Dry forests| desert and grassland,2,Grass| Seeds| Flowers,Human| Dingo,Pouch on female and hop on hind legs,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size (H),Wingspan,Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Clutch Size,Main Prey,Predators,Distinctive Features,,,,,,,,,,,,
Keel Billed Toucan,https://a-z-animals.com/media/animals/images/470x370/keel_billed_toucan2.jpg ,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Ramphastos,Ramphastos Sulfuratus,Bird,Omnivore,42cm - 55cm (17in - 22in),109cm - 152cm (43in - 60in),2.1kg - 4kg (4.7lbs - 8.8lbs),64km/h (39mph),15 - 20 years,Sociable,Least Concern,Red| Green| Yellow| Orange| Black,Feathers,Fruit,Lowland rainforest and tropical forest borders,3,Fruit| Eggs| Insects,Human| Weasels| Large Birds,Small body and enormous colourful beak,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size,Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Special Features,,,,,,,,,,,,,
Killer Whale,https://a-z-animals.com/media/animals/images/470x370/killer_whale_3.jpg ,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Orcinus,Orcinus Orca,Mammal,Carnivore,5-8m (16-26ft),6|804-8|618kg (15|000-19|000lbs),45km/h (30mph),50-60 years,Pod,Endangered,Black| White,Smooth,Seal,Ocean and coastal waters worldwide,1,Seal| Fish| Squid,Human| Larger Sharks,Tall| wide dorsal fin and black and white markings,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size (H),Weight,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Distinctive Features,,,,,,,,,,,,,,
King Penguin,https://a-z-animals.com/media/animals/images/470x370/king_penguin1.jpg ,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes Patagonicus,Bird,Carnivore,60cm - 90cm (24in - 35in),11kg - 16kg (24lbs - 35lbs),15 - 20 years,Colony,Least Concern,Black| White| Grey| Yellow,Feathers,Krill,Rocky Antarctic Islands,1,Krill| Fish| Shrimp,Leopard Seal| Killer Whale| Sharks,Large body size with yellow markings on head,,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Scientific Name,Type,Diet,Size (H),Wingspan,Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Clutch Size,Main Prey,Predators,Distinctive Features,,,,,,,,,,,,,
Kingfisher,https://a-z-animals.com/media/animals/images/470x370/kingfisher.jpg ,Animalia,Chordata,Aves,Coraciiformes,Alcedines,Coraciiformes,Bird,Omnivore,10cm - 37.5cm (4in - 15in),20cm - 66cm (7.8in - 26in),10g - 170g (0.4oz - 6oz),40km/h (25mph),6 - 10 years,Solitary,Threatened,Red| Green| Yellow| Orange| Black| Blue| Brown,Feathers,Fish,Lowland freshwater areas and river estuaries,4,Fish| Shrimp| Insects| Tadpoles,Foxes| Snakes| Raccoons,Small body and long| sharp and straight beaks,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size (H),Wingspan,Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Clutch Size,Main Prey,Predators,Distinctive Features,,,,,,,,,,,,
Kiwi,https://a-z-animals.com/media/animals/images/470x370/kiwi4.jpg ,Animalia,Chordata,Aves,Struthioniformes,Apterygidae,Apteryx,Apteryx australis,Bird,Omnivore,25cm - 45cm (9.8in - 17in),40cm - 60cm (15.7in - 23.6in),1.3kg - 3.3kg (2.6lbs - 7.3lbs),19kph (12mph),8 - 12 years,Solitary,Threatened,Brown| Grey| White,Feathers,Worms,Forests and dense woodland,5,Worms| Spiders| Insects| Fruit,Foxes| Dogs| Cats,Round body and long| sharp and straight beaks,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Common Name,Other Name(s),Group,Number Of Species,Location,Habitat,Colour,Skin Type,Size (H),Weight,Top Speed,Diet,Prey,Predators,Lifestyle,Group Behaviour,Lifespan,Age Of Sexual Maturity,Gestation Period,Average Litter Size,Name Of Young,Age Of Weaning,Conservation Status,Estimated Population Size,Biggest Threat,Most Distinctive Feature,Fun Fact,,
Koala,https://a-z-animals.com/media/animals/images/470x370/koala9.jpg ,Animalia,Chordata,Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos,Phascolarctos cinereus,Koala,Koala Bear,Mammal,3,south-eastern Australia,Eucalyptus| inland and coastal forests,Grey| Grey-Brown| White| Black,Fur,60cm - 85cm (24in - 34in),4kg - 15kg (8.8lbs - 33lbs),10kph (2mph),Herbivore,Eucalyptus leaves ,Birds of Prey| Dingo| Human,Nocturnal,Solitary,15 - 20 years,2 years,35 days,1,Joey,6 - 7 months,Least Concern,Stable,Habitat loss and disease,Large| wide head and tufted| round ears,Spends up to 80% of the time sleeping or resting!,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Common Name,Other Name(s),Group,Number Of Species,Location,Habitat,Colour,Skin Type,Size (L),Weight,Top Speed,Diet,Prey,Predators,Lifestyle,Group Behaviour,Lifespan,Age Of Sexual Maturity,Incubation Period,Average Litter Size,Name Of Young,Age Of Independence,Conservation Status,Estimated Population Size,Biggest Threat,Most Distinctive Feature,Fun Fact,,
Komodo Dragon,https://a-z-animals.com/media/animals/images/470x370/komodo_dragon_15.jpg ,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus komodoensis,Komodo Dragon,Komodo Monitor,Reptile,1,Komodo National Park,Open woodland and hillsides,Grey| Brown| Cream| Grey,Scales,2m - 3.1m (6.6ft - 10.3ft),70kg - 150kg (150lbs - 300lbs),18kph (11mph),Carnivore,Pigs| Deer| Water Buffalo,Humans,Diurnal,Solitary,25 - 40 years,5 years,8 -9 months,20,Pup,On hatching,Vulnerable,3|000 - 5|000,Hunting and habitat loss,Long and deep forked tongue to taste the air,Only found on five Indonesian islands!,,
